probe_id,GSM254625,GSM254626,GSM254627,GSM254628,GSM254629,GSM254630,GSM254631,GSM254632,GSM254633,GSM254634,GSM254635,GSM254636,GSM254637,GSM254638,GSM254639,GSM254640,GSM254641,GSM254642,GSM254643,GSM254644,GSM254645,GSM254646,GSM254647,GSM254648,GSM254649,GSM254650,GSM254651,GSM254652,GSM254653,GSM254654,GSM254655,GSM254656,GSM254657,GSM254658,GSM254659,GSM254660,GSM254661,GSM254662,GSM254663,GSM254664,GSM254665,GSM254666,GSM254667,GSM254668,GSM254669,GSM254670,GSM254671,GSM254672,GSM254673,GSM254674,GSM254675,GSM254676,GSM254677,GSM254678,GSM254679,GSM254680,GSM254681,GSM254682,GSM254683,GSM254684,GSM254685,GSM254686,GSM254687,GSM254688,GSM254689,GSM254690,GSM254691,GSM254692,GSM254693,GSM254694,GSM254695,GSM254696,GSM254697,GSM254698,GSM254699,GSM254700,GSM254701,GSM254702,GSM254703,GSM254704,GSM254705,GSM254706,GSM254707,GSM254708,GSM254709,GSM254710,GSM254711,GSM254712,GSM254713,GSM254714,GSM254715,GSM254716,GSM254717,GSM254718,GSM254719,GSM254720,GSM254721,GSM254722,GSM254723,GSM254724,GSM254725,GSM254726,GSM254727,GSM254728,GSM254729,GSM254730,GSM254731
205866_at,10.53913116,12.62710435,7.114605241,12.6711608,8.108115985,7.660949929,8.639566047,11.59588901,7.065578983,11.07568109,11.21355302,7.708255339,9.44246295,12.04953512,6.647976328,9.478223072,7.159940993,7.267203349,11.64088913,12.90866326,8.832334282,9.590357621,8.598006047,9.072008819,11.94803774,7.873367767,10.81251125,7.121814538,12.19020177,8.943077872,12.41431783,9.793482439,7.976879335,11.908693,8.105935431,12.64849709,7.270509164,12.55287854,7.258130753,8.716209035,11.63145781,7.874557993,11.31434163,7.777082504,11.39449431,9.513021013,12.75067048,7.877944108,12.92330074,7.985571659,7.341080283,12.57209771,9.818044245,7.54586915,12.26634729,7.27588873,12.14208912,7.223554638,11.88511012,6.789465801,12.3530585,6.954099758,8.151068096,7.769533409,12.14266429,7.517108133,12.36313224,7.435359458,11.71395609,8.850606238,11.55966964,7.975463581,7.466959293,7.513115737,10.64566212,7.797953261,8.072919799,12.75964805,9.522447007,7.334473778,10.44913523,11.91738258,7.416253281,9.782893385,9.486980066,8.552318885,9.095110784,10.54074817,11.19193956,8.360945073,12.50882634,6.743619478,9.663388084,7.55936632,12.82090498,7.60137982,8.545692058,7.515387854,7.476059958,7.971051071,11.27022439,7.579260983,11.97301542,7.908458201,8.530931581,12.67507362,11.93937159
219612_s_at,8.134468402,6.724706529,5.425501746,9.868455522,5.246161859,9.205584132,7.45931817,9.919340735,6.521125134,7.43980563,6.639766559,11.54974583,6.684718024,7.999344116,5.592871424,9.904845774,9.135818996,8.624129196,5.729721682,10.48919971,12.45927903,10.04240583,8.230683117,6.205683925,8.248053401,9.092696737,9.885732122,11.14689382,7.769958427,5.303131405,6.978903514,7.915560857,6.110891324,8.202019399,7.475837213,7.751831803,6.984165369,8.841315904,11.77002255,6.111020362,9.803044114,6.490307257,9.084662999,6.227262915,9.732182048,11.18829238,8.770608517,7.369790093,6.16786781,10.36136942,9.210159749,11.68152982,8.748442058,12.72221394,9.31018485,8.942283484,11.65160503,5.273206611,9.889467829,9.814950219,9.67075133,8.463954847,9.555347726,11.08246595,9.926581596,5.317345817,11.17942433,9.326296351,8.951905703,6.389339397,9.060634177,9.795671109,5.212806323,5.668122665,8.541533434,7.26687919,5.633397226,8.505310535,6.660582899,9.81374617,12.08157876,11.09330389,12.34823613,5.745842025,9.151102629,8.86595076,7.07663996,8.467989814,10.72045508,12.00614004,8.560332532,6.601254908,7.628649178,5.217828462,6.387673993,7.715619853,13.25001826,5.943493352,9.417977786,12.53619045,10.27761489,7.411419734,6.830041971,6.369639081,8.641787109,8.890381484,9.496682595
214135_at,10.00835974,12.54718745,7.663618232,12.38807746,7.529028181,9.136817572,7.714639243,9.929694792,7.514335357,11.86635435,11.46884268,7.704178659,10.03808906,11.63848878,9.392858782,12.28250718,8.036489174,11.5638404,12.60694543,12.01117745,9.732030061,12.62750888,7.748614546,8.920931408,12.20879694,8.751664008,11.75526496,11.57910485,12.4737634,9.210660253,12.12714607,10.52447936,11.430791,12.02631617,9.030443429,12.36977557,9.164104267,12.45171703,7.245339004,7.339025589,12.06141517,7.674577571,11.89764033,7.690950339,11.95317819,9.814295701,12.48683895,8.651378782,12.31468946,8.854225869,8.060359178,11.60593834,11.63752774,7.050647439,12.07315167,8.407087349,12.33907578,7.744072208,12.2480343,8.921788244,12.10615085,7.717643596,9.154900873,7.713258864,12.28193302,7.484205064,11.86878346,7.954034025,12.30954233,9.478565331,11.41210841,7.018457191,7.480795629,8.116728935,12.1430889,8.012472025,7.266535073,12.13801357,12.21861898,8.9100778,9.947324771,11.95340152,7.710668131,12.32375777,9.196385955,11.78284918,12.22834437,12.47564425,12.29400283,8.490895078,11.9253354,7.116896275,12.16076507,7.367635695,12.70064284,7.571419871,7.446580844,7.400944417,6.749007929,7.905455437,11.51588467,10.45433068,12.21814719,7.41576339,9.906120492,11.98741514,12.10193901
221728_x_at,5.785363017,5.782341654,5.933886563,5.920555519,11.3030582,9.456219354,6.337035177,5.7484716,6.207816937,6.395331261,9.878494321,9.422435236,8.678335219,10.17642455,10.2222703,9.678014725,6.007358921,8.462599631,6.400395495,6.060429591,7.006577772,5.980724015,6.235867175,10.3276335,10.6246058,10.82201274,10.25014894,10.03962301,10.62503955,9.328531313,6.024757123,9.444540152,6.165122782,11.23225391,10.98798728,10.89375119,10.44988276,5.951003311,6.025238696,5.914623928,10.75987706,5.954961068,6.267070835,5.716258412,6.180707779,6.354414516,6.641461868,10.14915735,5.840619475,5.748976885,6.086169143,6.191583436,6.023882762,6.600254378,6.1475238,9.564469759,10.44776398,6.044682129,6.011524239,6.71949111,5.623637241,10.63881702,7.99902619,6.301419504,5.914909091,5.897372421,10.09117679,8.320670164,10.34846693,10.53937986,10.91404044,6.102217915,6.170576296,8.730403754,5.934353622,7.911932694,10.87719186,10.09638653,5.848188669,6.424746038,5.957044446,6.324906724,6.017221179,6.308315803,5.734178402,6.045565049,6.699882125,6.063085251,6.011579497,5.960201674,5.90439501,10.66975619,6.328753201,9.967334711,9.788625308,6.096575639,10.45827875,6.161454996,6.532124433,6.207604557,5.362373979,5.853007644,5.871514282,10.67341286,6.121986712,5.775923858,5.995833546
209612_s_at,9.35157211,11.57343535,6.492588598,11.67173555,8.739282,9.228745549,7.210642023,8.202351692,6.063189428,11.14171899,11.10200587,5.952444263,8.171110776,10.7176512,6.764732135,11.58851493,6.77351825,6.684692997,11.31200663,11.72257479,9.485121608,11.69350846,6.876052031,10.48016953,11.61767315,9.218749577,11.82704201,7.560956507,11.57882817,8.709756586,11.08789771,9.483974441,8.900882086,11.70746125,9.082643337,10.80639921,10.53742683,11.63700745,5.79193789,6.402746709,10.97918741,8.432923372,11.44957612,8.467466884,11.90583194,8.088760624,10.73209207,6.555794313,11.39148477,6.913604936,6.60323267,11.84606522,10.56315844,6.107553214,11.11363908,7.580846241,12.13075776,6.041168869,11.76480582,7.240689024,10.78546641,8.945044698,8.606394589,6.379320511,11.73963114,6.348332771,11.09767458,7.595792373,12.02104533,10.06545426,10.2426951,7.514218303,5.576865322,7.560498713,11.69889419,6.604785874,7.583061371,11.54496353,10.95918926,7.503107829,9.665469744,11.9091817,8.095236336,11.37580577,9.134045152,10.9292014,10.64903019,9.718599266,11.12556739,9.31431198,11.37387962,9.617181399,11.49349289,8.832749095,11.84543359,7.557152437,5.977328954,7.837488877,11.01797747,7.451132504,10.58716465,10.30283042,11.38315735,9.044466973,9.676997448,11.75141554,11.47804062
37892_at,9.338997263,5.520220332,7.681531743,5.601977194,6.681908072,9.95917023,7.106819137,7.28604045,10.87902008,5.655654598,5.494064335,10.02026284,8.086887794,5.415109184,11.27114572,6.179881916,8.50294641,7.673889475,5.793814126,5.314080592,6.099454695,5.504488506,6.764370249,5.687388231,5.612174453,7.313518058,5.524191661,9.307534561,5.350526961,7.421502929,5.409385409,7.201631428,10.03122264,5.263560694,9.161247613,5.493541565,9.174646638,5.037810848,11.06702963,8.097747698,5.554333655,9.067664786,5.703618858,9.027778287,5.514800828,8.761445443,5.610258321,9.432846573,5.397381497,10.21997552,10.70253148,5.323608395,5.849368666,10.00452308,5.930834243,10.7601592,5.766196189,11.43648192,5.423714606,8.810519337,5.3124063,8.695064086,8.988430036,10.35430634,5.694301629,7.25582683,5.663365965,9.32353913,5.57878503,6.618628347,5.623442645,10.91163007,7.620103438,7.08002628,5.291114558,8.788803119,9.378799536,5.500475267,5.836605421,6.109427434,7.562047371,5.436971168,11.67733754,5.83278996,7.76545824,5.327910993,5.747161666,5.784383065,5.496748246,7.44821496,5.548759307,11.3049495,5.653004287,12.19357387,5.513289821,5.667303219,9.255659398,7.123778822,7.803844486,7.263846511,6.616477058,9.877211301,5.477460717,8.083333061,6.597917358,5.568445534,5.375516536
209116_x_at,10.88377047,14.00759913,8.38547253,14.12930381,9.427740276,10.69539273,8.337216547,9.961139937,8.248713396,11.57889193,13.25546001,9.039772299,12.36603511,13.62855226,11.61804345,13.97441252,8.388658348,8.704290067,11.46441188,13.56539211,9.092557284,12.67617034,9.995923716,11.70544531,12.94871002,12.58025848,14.47212879,10.44007921,12.8459083,8.983465973,12.95707099,14.06039753,9.46617794,13.03992943,9.994487415,13.16264274,9.091048926,13.68377284,7.884701139,8.881603675,12.1294499,10.59360628,13.32463297,7.864688862,13.27643465,9.965157913,13.83417229,7.012039704,13.8065222,11.29171064,10.77209354,13.30934135,12.80042667,9.291433456,14.31303546,9.01831998,12.66549788,10.85912546,14.10880772,10.52135949,13.63913266,10.71297177,10.37882391,9.614160884,12.64504339,8.638381167,12.07842313,8.83955254,12.80800981,9.78563489,11.16051734,10.89648579,7.354320524,11.47545053,11.73006633,8.48828938,8.47212368,12.71338831,14.08641575,10.9449867,11.1138008,13.18608839,10.38319705,14.07774627,9.274571794,10.97774384,12.96197249,11.27786203,12.70272981,10.37763075,14.09349439,11.62732399,11.98802916,9.946661112,12.76911312,11.36599089,10.30666535,9.778435699,11.78754466,10.25456148,13.40373462,11.44338813,13.84627254,8.875802801,11.94667238,13.86311139,13.17354678
204351_at,7.09468414,7.204446178,6.953595819,7.095264485,7.563611371,8.425627226,7.218352489,6.661656932,7.083914392,7.229211814,7.880690446,6.754803029,11.97297264,9.965910664,10.48883497,7.092054498,7.008265717,6.385737654,7.583300446,7.07668028,10.45508126,8.127588485,12.63498836,6.746457406,6.795225126,7.696498189,8.559659779,10.71244713,8.095353522,8.989451442,6.850676317,11.32863379,11.17693793,7.065055104,9.298945614,7.22849716,8.677542468,8.096367002,8.690827213,9.750229401,7.438711063,8.657655537,8.337318052,8.912049928,7.173167651,11.97760199,6.520040932,8.93216226,7.122029909,10.98853317,11.32574535,7.73038859,7.797811408,12.76500411,8.146071558,9.463719305,7.232406338,11.83517046,8.253609347,8.690629732,7.262870465,9.964905564,12.91223422,9.826070077,8.220356978,12.01865082,8.475924974,10.12826074,7.127844084,9.847671164,7.056619111,10.34150412,6.815005586,11.23651647,6.553662268,12.53281856,7.871587847,7.83314142,11.38911054,12.86793225,13.13502302,7.769010022,9.895016814,7.02138398,10.68482807,6.503500254,8.45677644,8.469434022,7.605033351,13.44386509,7.660511678,9.097215901,8.250869219,7.889262032,7.703162016,12.00177613,12.54761667,9.445153977,10.72950061,13.00037677,8.115295152,8.696572451,6.583455165,10.82944765,9.534665852,7.401797761,7.564884022
205200_at,8.698560081,12.07781603,6.515484994,11.69193591,7.656737352,7.737645656,7.184744309,9.171504718,6.308475885,10.10733953,11.16047371,6.953248273,8.184919527,10.42326907,8.95727707,9.408935423,7.195706101,6.327324479,10.48822921,10.89482257,7.869790413,9.55906415,7.322858996,7.88850328,10.91032719,7.505476739,9.695724959,7.026036832,11.62612882,8.161441134,11.63240613,9.489381484,7.035733434,10.3321072,7.553579938,11.41074075,7.23441372,11.94704425,6.283283744,7.105771516,10.84599711,7.106804127,9.590965035,7.055338002,11.59075971,8.437647838,11.41616809,7.328753145,12.22023033,7.728611166,7.087000974,10.64543069,9.067299965,6.424697105,11.24231977,6.439677063,9.497001748,6.161657027,11.28344878,7.204663748,10.81810427,7.006871901,6.861312561,6.961146799,10.53534843,6.45550553,10.98554027,6.34813111,11.28079862,9.270511478,10.54440646,6.676811326,6.735900658,7.293451959,11.55365071,6.972832079,7.840712888,12.06157744,10.4337567,6.803233021,8.295153723,10.7191021,6.539863062,10.23931762,7.512945708,9.059650677,10.05882153,9.256589589,10.82523808,7.591135297,11.19871677,7.354982955,10.88447349,7.021069323,11.7793076,6.717311707,8.039367618,6.585871703,9.037192277,6.755540869,11.06837933,8.671749016,11.91026897,7.71125088,8.453595401,10.81409754,11.77774523
205000_at,8.919907311,9.36731487,6.379757447,9.605794723,5.024590969,8.42670389,7.927608434,9.209830946,7.976709706,8.230909362,4.745650611,5.115332032,5.081159604,4.71187387,5.740225613,5.215920711,7.424439432,5.04495682,8.912119234,9.493515549,7.988381302,9.813743421,8.049911526,4.940918796,5.069265228,4.393140617,5.048760554,4.772514891,4.822958061,4.698982023,9.200360355,4.914685022,8.214244015,4.923808329,5.151413478,5.210500854,4.788433318,9.066792066,8.425213722,7.706553411,5.063393352,8.618109405,9.155171275,8.039328155,8.86780927,8.867907635,9.009544464,4.749313086,9.207887563,7.982355784,8.591417713,9.032209802,8.619139998,9.155241287,8.851294869,4.945072208,5.144453822,8.94642494,9.193201514,7.985613982,8.899036592,4.883051633,7.368619215,9.616634827,9.405838184,9.049740873,5.121592674,4.81965214,4.780340501,5.112040624,5.031715688,8.046416784,6.321005869,4.909022869,8.679353233,4.886872559,5.060102267,5.264421003,9.260223583,8.42583052,9.15931597,10.10895862,8.211031716,9.030452739,8.19379378,9.596003304,9.701246731,8.757719421,8.753129071,8.577616045,8.864557069,4.697771994,9.534075741,4.9606861,5.093703526,8.936641379,8.809828123,8.608971627,9.130548982,6.646041068,8.812885387,8.69256316,9.234313566,5.0237552,7.956550262,9.382042609,8.640194265
201884_at,7.878624764,7.680343004,13.31252241,8.537738527,11.52416353,12.69850193,8.054952181,7.758463033,9.756908288,8.147301389,8.082207773,9.919422156,11.00309597,10.29923326,13.4728897,8.231090336,9.477348745,12.46773761,8.695737092,8.210958632,12.75394889,8.461750968,13.77816884,11.05701356,7.948011048,7.851697147,8.263158247,13.42280047,8.131793958,9.243284381,9.043690907,9.558748968,8.847630381,7.82233023,12.01202888,9.534000979,10.40200715,8.536194999,12.81562833,8.075786781,10.16639547,11.01273403,8.234804928,8.551944854,8.151465398,12.53784199,9.763927157,8.905525721,7.911204394,12.77941907,8.144907646,8.673586321,8.216217716,8.211315627,9.62343691,8.966305391,8.029372591,12.90256099,9.261987355,8.386437936,8.444542716,8.591968075,10.76364448,12.58541307,8.883715499,9.198046344,9.037596671,8.045167329,8.327500129,12.85252702,8.2588067,9.385346788,13.89883363,9.76286637,7.713310861,12.38976567,12.69726851,9.118670719,8.747971798,8.709132531,13.44538824,9.150297925,11.91610519,8.803593981,9.338186925,8.100782127,9.079126418,9.17315983,8.306637044,12.72433052,8.194602888,9.307062945,8.431205261,12.15803725,7.873884659,11.57914963,9.332109548,9.058892412,9.474429713,11.62971924,8.351563314,12.96500846,7.582896282,12.99085788,13.02617619,7.876498479,8.333573756
209074_s_at,8.79845236,11.21371841,6.573177103,11.38260725,7.357722075,7.996503253,7.220028036,8.243607711,6.525294052,10.14757124,10.59964131,6.909819104,8.226489127,10.29925329,7.00479402,10.98143526,7.036560435,6.482680257,10.13822762,12.39400595,8.19931093,10.95201972,7.34264386,8.385030498,11.58719699,8.42698067,11.61637376,6.97034996,11.50795285,8.692199434,11.09742506,10.26269508,7.699997222,11.57808865,7.531945642,10.51036586,7.263849588,11.066822,6.728746417,7.251964802,9.815074387,7.338403406,11.28327177,6.583591403,10.57319751,7.574080448,10.53673143,7.486483786,10.49790823,7.644964536,7.596551268,10.70286485,10.98055253,7.226306398,11.20489984,6.858443249,10.667278,6.925647567,10.55084377,7.239356525,10.33876529,7.298532507,7.218484247,6.819718856,11.04417876,6.884028644,10.72735281,6.969229738,11.08759856,8.79520829,10.27360769,6.571093224,6.288400062,7.458151095,10.17240363,7.229231223,6.876737476,11.77156954,10.82304122,7.418173033,8.521295318,11.48535475,6.691210346,10.07321807,7.416358902,9.607234603,10.91033103,11.15228684,11.32411873,7.568994864,11.02921605,7.632398134,11.32548335,8.079654211,11.39775545,6.359182288,7.795980583,6.780226504,9.176105006,8.324230366,10.95179524,7.744538634,11.23332644,7.150135359,8.910615638,11.47256012,10.81500758
213831_at,10.88538545,11.04075007,9.821188046,9.998941801,6.445894442,9.402148487,9.241851248,9.956770446,6.823253956,6.778124516,6.951668011,6.519035847,9.583371151,10.51321966,10.30046746,10.0248496,9.307444734,6.388287099,10.93001972,8.715330372,8.903099631,6.03653371,10.06121363,6.368605689,6.07225357,9.721278987,10.00701903,9.854226665,10.51197145,9.631781972,11.23882725,11.06929963,9.416369161,10.78782149,10.03218227,6.586697659,6.779551356,6.508583907,6.143511705,8.763624443,10.38131981,6.841285078,6.439747734,9.937221869,11.15802409,10.5315559,10.29216788,6.77847991,10.67973019,9.809007146,8.821473796,10.94863225,8.462682147,7.041218609,6.224830893,6.536928009,6.032900853,6.036614242,6.265702872,10.81430526,10.39321178,8.976639448,9.009365841,9.615395854,6.492502885,6.450370877,11.09394199,8.029873634,10.60438877,9.109318907,9.195156621,10.8698594,8.659597038,9.458016967,10.61279111,6.276805193,9.161523326,9.967351416,6.411848985,6.550301833,10.39947929,10.4129393,6.19814645,6.304424282,5.907922366,6.134095249,10.74049942,9.284970395,9.620831464,6.475129205,6.986469883,9.798288871,10.74207674,10.01136558,10.45385185,6.451911314,6.845487941,9.779360047,6.24740172,6.545072883,10.31206672,10.85305513,10.80100426,6.160512906,10.49494812,10.56375792,10.68450256
213317_at,9.753919314,11.63216659,6.796987342,11.65501828,7.201989862,8.308865165,7.02830946,9.63444097,6.299925159,10.56193203,10.67641609,6.695764345,8.524787231,10.56723757,7.490586727,10.5246057,7.042387269,6.928234039,12.01041873,10.81779802,8.377452223,11.75193691,8.859331474,9.322514509,11.44313541,9.592463786,11.05196395,9.43760761,11.66613926,10.11704043,11.45310821,9.328312016,8.378456114,11.22230035,7.651930519,11.37955269,8.353565887,11.18795906,8.396045561,8.655569142,11.14272623,7.436490317,10.58222016,7.043423747,11.34541279,9.186422557,10.99732047,6.953738365,11.59082243,8.138416195,6.691212094,10.78967862,9.147048464,6.312396958,10.66391134,7.866320101,12.02000856,6.765522279,11.15385365,7.734408887,11.07216185,7.652303811,8.108070951,7.110578061,11.70397422,6.855485769,10.91676499,6.312960114,11.53296247,8.152106261,9.892042937,6.957334742,8.138959566,6.800820652,11.02802283,6.663638543,7.051823642,11.22974847,11.12326,6.898721585,8.879185233,10.92522878,6.699164935,10.91149798,10.929128,10.53800747,11.10553296,11.41300734,11.16664771,8.077018699,10.89755572,7.575192139,11.23417894,6.916586347,11.41388381,8.108047949,6.590157533,10.59622061,7.213594501,7.72298319,10.43926761,9.256159901,10.96299911,7.83296089,8.713406086,11.29368996,10.72466836
211745_x_at,11.56564405,14.42071575,8.61708116,14.64903111,9.670259827,11.1866107,9.930513331,10.81988886,9.213954662,12.34915326,13.65201382,9.722082166,12.94070503,14.04465389,12.01707343,13.90222982,9.527895671,9.270314118,11.45232804,13.77999922,10.12702226,13.11774991,10.90747684,12.09552197,13.21741542,12.96076685,14.67162348,10.89705281,12.76263887,9.892514547,13.37170702,14.03872875,9.927796185,13.36324662,10.44160029,13.81700046,9.526409845,14.08014872,8.312264187,9.607247623,12.72725127,10.66533094,13.33699357,8.675092777,13.83017016,10.93114355,14.18039703,7.698022175,14.0519157,12.11118153,11.84143903,13.97376879,12.88586512,9.609533919,14.26257972,9.40837503,12.04552811,11.48220899,14.21297168,11.45405656,13.85716775,10.9574548,10.78932365,9.984236239,12.75774443,9.608260221,12.45916454,9.334181713,13.29760276,11.0612325,11.8669483,11.47425923,8.351700118,11.73733481,12.57253467,8.702968467,9.18771444,13.29068574,14.4884687,11.4011641,10.92804927,13.24884339,10.72851421,14.45072176,9.761557073,11.28906997,13.68066911,11.39039481,13.38563008,10.73325364,14.56459387,11.62611407,13.11201404,10.39812569,13.18350331,12.02541033,10.36742722,10.24587802,12.29037628,10.74929439,13.60712425,12.09900767,14.15507757,9.251453635,12.30367819,14.10602522,13.77846578
209458_x_at,11.51662243,14.20206473,8.917364136,14.6604791,9.304514099,10.86861597,9.651441597,10.70447725,9.257200116,12.38999932,13.63624113,9.740443092,12.67747516,14.10063138,11.73762381,13.73742311,9.44446535,9.282528327,11.46437446,13.77872771,9.880172944,12.84063058,10.79721548,11.78207676,13.36917588,12.77226024,14.69541478,10.78226252,12.91581913,9.586551107,13.15524142,13.92919616,9.89479693,13.36291036,10.30798718,13.77204023,9.558526967,13.7204264,8.252414288,9.52096289,12.46510053,10.45825321,13.23361562,8.554443257,13.85269931,10.91949596,14.36397469,8.280674399,14.19142883,12.01491767,11.89531006,13.88315058,12.93785137,9.763579461,14.42123757,9.311279831,11.83842402,11.31881808,14.4291852,11.24334082,13.83219674,10.854329,10.6162254,9.576904014,12.50415238,9.498784058,12.49218348,9.069604995,13.53043525,10.81165612,11.88629338,11.59687084,8.882751156,11.339448,12.64754643,8.690614315,9.330483165,13.07497687,14.26503652,11.49012305,10.72588886,12.92016165,10.78932081,14.39861394,9.578534916,10.99283227,13.53421538,11.31706165,13.37417356,10.61392477,14.3791911,11.54333614,13.01265839,10.03175509,13.21480138,12.10286378,10.38012581,9.944726263,12.22933552,10.91486469,13.43800184,12.05865562,14.20056073,9.411691498,12.39926024,14.18136332,13.5258688
217414_x_at,10.87310933,13.89947236,8.392576419,14.09339589,8.872600636,10.56175815,8.912376823,10.31009507,8.4644091,11.82150342,13.14109308,9.190891123,12.44477001,13.56457753,11.51562301,13.31271502,9.065961057,8.775108683,10.8053097,13.26023073,9.79224943,12.63195771,10.33483242,11.41691529,12.65238053,12.30742023,14.08728879,10.38352584,12.15710856,9.141199347,12.99440302,13.64882915,9.35757291,12.63748805,9.646777436,13.21483502,8.930880054,13.38847759,7.882003437,8.913018788,12.11887077,10.1969716,12.96734203,8.167850082,13.17864102,10.39368657,13.52947334,7.840068985,13.30246869,11.49008927,11.13310125,13.25583952,12.24732198,9.148709717,13.67712941,8.867018862,11.48635736,10.76674366,13.67170146,11.01580525,13.51497128,10.47910412,10.10132407,9.286515315,12.06067458,8.72905481,11.74422268,8.673739126,12.68795145,10.39243963,11.16142426,10.75676761,7.909806451,10.98171831,11.98318338,8.186183136,8.770022573,12.84470077,13.97384101,11.21661082,10.21160064,12.46296943,10.05443905,13.74543453,9.312278862,10.84645006,13.06990118,10.73963656,13.1669955,10.46763586,13.9537455,11.02411237,12.5893859,10.01588435,12.51573835,11.47867101,9.881223422,9.760839922,11.75342452,10.124537,12.93533759,11.4497536,13.78713866,8.63430895,11.73869124,13.60600084,13.15512175
